"RprtDt","StateCd","NDISDsbltyGrpNm","ICDDsbltyNm","Primary","Reported","Secondary"
2022-09-30,"TAS","Psychosocial disability","F31 - Bipolar affective disorder","90","173","83"
2022-09-30,"TAS","Psychosocial disability","F32 - Major depressive illness","60","198","138"
2022-09-30,"TAS","Psychosocial disability","F41 - Other Anxiety disorders","30","490","460"
2022-09-30,"TAS","Psychosocial disability","F42 - Obsessive-compulsive disorder","16","84","68"
2022-09-30,"TAS","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","54","113","59"
2022-09-30,"TAS","Psychosocial disability","F60.3 - Borderline personality disorder","54","110","56"
2022-09-30,"TAS","Psychosocial disability","F95.2 - Tourette syndrome","<11","<11","<11"
2022-09-30,"TAS","Psychosocial disability","F99 - Other psychosocial disorders","137","477","340"
2022-09-30,"TAS","Psychosocial disability","R63 - Anorexia","<11","<11","<11"
2022-09-30,"VIC","Psychosocial disability","F11 - Alcohol dependency","<11","137","127-137"
2022-09-30,"VIC","Psychosocial disability","F19 - Other substance dependency","<11","184","174-184"
2022-09-30,"VIC","Psychosocial disability","F20 - Schizophrenia","7556","8955","1399"
2022-09-30,"VIC","Psychosocial disability","F25.9 - Schizoaffective Disorder","777","891","114"
2022-09-30,"VIC","Psychosocial disability","F31 - Bipolar affective disorder","1849","3037","1188"
2022-09-30,"VIC","Psychosocial disability","F32 - Major depressive illness","1997","5269","3272"
2022-09-30,"VIC","Psychosocial disability","F41 - Other Anxiety disorders","777","8310","7533"
2022-09-30,"VIC","Psychosocial disability","F42 - Obsessive-compulsive disorder","93","728","635"
2022-09-30,"VIC","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","675","1605","930"
2022-09-30,"VIC","Psychosocial disability","F60.3 - Borderline personality disorder","970","1902","932"
2022-09-30,"VIC","Psychosocial disability","F95.2 - Tourette syndrome","<11","46","36-46"
2022-09-30,"VIC","Psychosocial disability","F99 - Other psychosocial disorders","4064","8187","4123"
2022-09-30,"VIC","Psychosocial disability","R63 - Anorexia","<11","27","17-27"
2022-09-30,"WA","Psychosocial disability","F11 - Alcohol dependency","<11","24","14-24"
2022-09-30,"WA","Psychosocial disability","F19 - Other substance dependency","<11","26","16-26"
2022-09-30,"WA","Psychosocial disability","F20 - Schizophrenia","2640","2950","310"
2022-09-30,"WA","Psychosocial disability","F25.9 - Schizoaffective Disorder","236","280","44"
2022-09-30,"WA","Psychosocial disability","F31 - Bipolar affective disorder","454","738","284"
2022-09-30,"WA","Psychosocial disability","F32 - Major depressive illness","387","1074","687"
2022-09-30,"WA","Psychosocial disability","F41 - Other Anxiety disorders","134","1793","1659"
2022-09-30,"WA","Psychosocial disability","F42 - Obsessive-compulsive disorder","20","195","175"
2022-09-30,"WA","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","223","507","284"
2022-09-30,"WA","Psychosocial disability","F60.3 - Borderline personality disorder","172","339","167"
2022-09-30,"WA","Psychosocial disability","F95.2 - Tourette syndrome","<11","24","14-24"
2022-09-30,"WA","Psychosocial disability","F99 - Other psychosocial disorders","743","1806","1063"
2022-09-30,"WA","Psychosocial disability","R63 - Anorexia","<11","<11","<11"
2022-06-30,"ACT","Psychosocial disability","F11 - Alcohol dependency","<11","<11","<11"
2022-06-30,"ACT","Psychosocial disability","F19 - Other substance dependency","<11","<11","<11"
2022-06-30,"ACT","Psychosocial disability","F20 - Schizophrenia","642","702","60"
2022-06-30,"ACT","Psychosocial disability","F25.9 - Schizoaffective Disorder","33","37","4"
2022-06-30,"ACT","Psychosocial disability","F31 - Bipolar affective disorder","134","197","63"
2022-06-30,"ACT","Psychosocial disability","F32 - Major depressive illness","55","180","125"
2022-06-30,"ACT","Psychosocial disability","F41 - Other Anxiety disorders","27","333","306"
2022-06-30,"ACT","Psychosocial disability","F42 - Obsessive-compulsive disorder","<11","46","36-46"
2022-06-30,"ACT","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","25","59","34"
2022-06-30,"ACT","Psychosocial disability","F60.3 - Borderline personality disorder","36","73","37"
2022-06-30,"ACT","Psychosocial disability","F95.2 - Tourette syndrome","<11","<11","<11"
2022-06-30,"ACT","Psychosocial disability","F99 - Other psychosocial disorders","165","470","305"
2022-06-30,"ACT","Psychosocial disability","R63 - Anorexia","<11","<11","<11"
2022-06-30,"Mis","Psychosocial disability","F32 - Major depressive illness","<11","<11","<11"
2022-06-30,"Mis","Psychosocial disability","F41 - Other Anxiety disorders","<11","<11","<11"
2022-06-30,"Mis","Psychosocial disability","F99 - Other psychosocial disorders","<11","<11","<11"
2022-06-30,"NSW","Psychosocial disability","F11 - Alcohol dependency","<11","172","162-172"
2022-06-30,"NSW","Psychosocial disability","F19 - Other substance dependency","<11","209","199-209"
2022-06-30,"NSW","Psychosocial disability","F20 - Schizophrenia","9465","11017","1552"
2022-06-30,"NSW","Psychosocial disability","F25.9 - Schizoaffective Disorder","703","803","100"
2022-06-30,"NSW","Psychosocial disability","F31 - Bipolar affective disorder","1636","2991","1355"
2022-06-30,"NSW","Psychosocial disability","F32 - Major depressive illness","1220","3814","2594"
2022-06-30,"NSW","Psychosocial disability","F41 - Other Anxiety disorders","511","8599","8088"
2022-06-30,"NSW","Psychosocial disability","F42 - Obsessive-compulsive disorder","90","978","888"
2022-06-30,"NSW","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","532","1337","805"
2022-06-30,"NSW","Psychosocial disability","F60.3 - Borderline personality disorder","511","1133","622"
2022-06-30,"NSW","Psychosocial disability","F95.2 - Tourette syndrome","<11","78","68-78"
2022-06-30,"NSW","Psychosocial disability","F99 - Other psychosocial disorders","1917","6419","4502"
2022-06-30,"NSW","Psychosocial disability","R63 - Anorexia","<11","31","21-31"
2022-06-30,"NT","Psychosocial disability","F11 - Alcohol dependency","<11","<11","<11"
2022-06-30,"NT","Psychosocial disability","F19 - Other substance dependency","<11","13","3-13"
2022-06-30,"NT","Psychosocial disability","F20 - Schizophrenia","375","429","54"
2022-06-30,"NT","Psychosocial disability","F25.9 - Schizoaffective Disorder","21","22","1"
2022-06-30,"NT","Psychosocial disability","F31 - Bipolar affective disorder","23","36","13"
2022-06-30,"NT","Psychosocial disability","F32 - Major depressive illness","20","47","27"
2022-06-30,"NT","Psychosocial disability","F41 - Other Anxiety disorders","<11","81","71-81"
2022-06-30,"NT","Psychosocial disability","F42 - Obsessive-compulsive disorder","<11","<11","<11"
2022-06-30,"NT","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","<11","23","13-23"
2022-06-30,"NT","Psychosocial disability","F60.3 - Borderline personality disorder","<11","13","3-13"
2022-06-30,"NT","Psychosocial disability","F95.2 - Tourette syndrome","<11","<11","<11"
2022-06-30,"NT","Psychosocial disability","F99 - Other psychosocial disorders","50","129","79"
2022-06-30,"OT","Psychosocial disability","F20 - Schizophrenia","<11","<11","<11"
2022-06-30,"OT","Psychosocial disability","F31 - Bipolar affective disorder","<11","<11","<11"
2022-06-30,"OT","Psychosocial disability","F32 - Major depressive illness","<11","<11","<11"
2022-06-30,"OT","Psychosocial disability","F41 - Other Anxiety disorders","<11","<11","<11"
2022-06-30,"OT","Psychosocial disability","F99 - Other psychosocial disorders","<11","<11","<11"
2022-06-30,"QLD","Psychosocial disability","F11 - Alcohol dependency","<11","83","73-83"
2022-06-30,"QLD","Psychosocial disability","F19 - Other substance dependency","<11","72","62-72"
2022-06-30,"QLD","Psychosocial disability","F20 - Schizophrenia","5597","6517","920"
2022-06-30,"QLD","Psychosocial disability","F25.9 - Schizoaffective Disorder","492","546","54"
2022-06-30,"QLD","Psychosocial disability","F31 - Bipolar affective disorder","1104","1823","719"
2022-06-30,"QLD","Psychosocial disability","F32 - Major depressive illness","970","2916","1946"
2022-06-30,"QLD","Psychosocial disability","F41 - Other Anxiety disorders","241","5348","5107"
2022-06-30,"QLD","Psychosocial disability","F42 - Obsessive-compulsive disorder","46","555","509"
2022-06-30,"QLD","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","564","1153","589"
2022-06-30,"QLD","Psychosocial disability","F60.3 - Borderline personality disorder","378","887","509"
2022-06-30,"QLD","Psychosocial disability","F95.2 - Tourette syndrome","<11","48","38-48"
2022-06-30,"QLD","Psychosocial disability","F99 - Other psychosocial disorders","1337","4279","2942"
2022-06-30,"QLD","Psychosocial disability","R63 - Anorexia","<11","14","4-14"
2022-06-30,"SA","Psychosocial disability","F11 - Alcohol dependency","<11","18","8-18"
2022-06-30,"SA","Psychosocial disability","F19 - Other substance dependency","<11","27","17-27"
2022-06-30,"SA","Psychosocial disability","F20 - Schizophrenia","1869","2242","373"
2022-06-30,"SA","Psychosocial disability","F25.9 - Schizoaffective Disorder","198","223","25"
2022-06-30,"SA","Psychosocial disability","F31 - Bipolar affective disorder","251","535","284"
2022-06-30,"SA","Psychosocial disability","F32 - Major depressive illness","199","667","468"
2022-06-30,"SA","Psychosocial disability","F41 - Other Anxiety disorders","68","1304","1236"
2022-06-30,"SA","Psychosocial disability","F42 - Obsessive-compulsive disorder","15","129","114"
2022-06-30,"SA","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","123","260","137"
2022-06-30,"SA","Psychosocial disability","F60.3 - Borderline personality disorder","145","339","194"
2022-06-30,"SA","Psychosocial disability","F95.2 - Tourette syndrome","<11","<11","<11"
2022-06-30,"SA","Psychosocial disability","F99 - Other psychosocial disorders","430","1551","1121"
2022-06-30,"SA","Psychosocial disability","R63 - Anorexia","<11","<11","<11"
2022-06-30,"TAS","Psychosocial disability","F11 - Alcohol dependency","<11","<11","<11"
2022-06-30,"TAS","Psychosocial disability","F19 - Other substance dependency","<11","11","1-11"
2022-06-30,"TAS","Psychosocial disability","F20 - Schizophrenia","564","660","96"
2022-06-30,"TAS","Psychosocial disability","F25.9 - Schizoaffective Disorder","39","46","7"
2022-06-30,"TAS","Psychosocial disability","F31 - Bipolar affective disorder","89","170","81"
2022-06-30,"TAS","Psychosocial disability","F32 - Major depressive illness","58","194","136"
2022-06-30,"TAS","Psychosocial disability","F41 - Other Anxiety disorders","30","474","444"
2022-06-30,"TAS","Psychosocial disability","F42 - Obsessive-compulsive disorder","15","83","68"
2022-06-30,"TAS","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","47","101","54"
2022-06-30,"TAS","Psychosocial disability","F60.3 - Borderline personality disorder","51","106","55"
2022-06-30,"TAS","Psychosocial disability","F95.2 - Tourette syndrome","<11","<11","<11"
2022-06-30,"TAS","Psychosocial disability","F99 - Other psychosocial disorders","143","480","337"
2022-06-30,"TAS","Psychosocial disability","R63 - Anorexia","<11","<11","<11"
2022-06-30,"VIC","Psychosocial disability","F11 - Alcohol dependency","<11","136","126-136"
2022-06-30,"VIC","Psychosocial disability","F19 - Other substance dependency","<11","176","166-176"
2022-06-30,"VIC","Psychosocial disability","F20 - Schizophrenia","7401","8795","1394"
2022-06-30,"VIC","Psychosocial disability","F25.9 - Schizoaffective Disorder","712","819","107"
2022-06-30,"VIC","Psychosocial disability","F31 - Bipolar affective disorder","1816","2977","1161"
2022-06-30,"VIC","Psychosocial disability","F32 - Major depressive illness","1935","5116","3181"
2022-06-30,"VIC","Psychosocial disability","F41 - Other Anxiety disorders","769","8150","7381"
2022-06-30,"VIC","Psychosocial disability","F42 - Obsessive-compulsive disorder","91","714","623"
2022-06-30,"VIC","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","613","1457","844"
2022-06-30,"VIC","Psychosocial disability","F60.3 - Borderline personality disorder","954","1858","904"
2022-06-30,"VIC","Psychosocial disability","F95.2 - Tourette syndrome","<11","44","34-44"
2022-06-30,"VIC","Psychosocial disability","F99 - Other psychosocial disorders","4058","8139","4081"
2022-06-30,"VIC","Psychosocial disability","R63 - Anorexia","<11","22","12-22"
2022-06-30,"WA","Psychosocial disability","F11 - Alcohol dependency","<11","24","14-24"
2022-06-30,"WA","Psychosocial disability","F19 - Other substance dependency","<11","26","16-26"
2022-06-30,"WA","Psychosocial disability","F20 - Schizophrenia","2572","2880","308"
2022-06-30,"WA","Psychosocial disability","F25.9 - Schizoaffective Disorder","217","258","41"
2022-06-30,"WA","Psychosocial disability","F31 - Bipolar affective disorder","431","712","281"
2022-06-30,"WA","Psychosocial disability","F32 - Major depressive illness","371","1034","663"
2022-06-30,"WA","Psychosocial disability","F41 - Other Anxiety disorders","132","1754","1622"
2022-06-30,"WA","Psychosocial disability","F42 - Obsessive-compulsive disorder","19","193","174"
2022-06-30,"WA","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","208","466","258"
2022-06-30,"WA","Psychosocial disability","F60.3 - Borderline personality disorder","167","332","165"
2022-06-30,"WA","Psychosocial disability","F95.2 - Tourette syndrome","<11","23","13-23"
2022-06-30,"WA","Psychosocial disability","F99 - Other psychosocial disorders","739","1799","1060"
2022-06-30,"WA","Psychosocial disability","R63 - Anorexia","<11","<11","<11"
2022-03-31,"ACT","Psychosocial disability","F11 - Alcohol dependency","<11","<11","<11"
2022-03-31,"ACT","Psychosocial disability","F19 - Other substance dependency","<11","<11","<11"
2022-03-31,"ACT","Psychosocial disability","F20 - Schizophrenia","636","716","80"
2022-03-31,"ACT","Psychosocial disability","F25.9 - Schizoaffective Disorder","33","38","5"
2022-03-31,"ACT","Psychosocial disability","F31 - Bipolar affective disorder","137","224","87"
2022-03-31,"ACT","Psychosocial disability","F32 - Major depressive illness","52","185","133"
2022-03-31,"ACT","Psychosocial disability","F41 - Other Anxiety disorders","26","357","331"
2022-03-31,"ACT","Psychosocial disability","F42 - Obsessive-compulsive disorder","<11","49","39-49"
2022-03-31,"ACT","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","24","59","35"
2022-03-31,"ACT","Psychosocial disability","F60.3 - Borderline personality disorder","36","77","41"
2022-03-31,"ACT","Psychosocial disability","F95.2 - Tourette syndrome","<11","<11","<11"
2022-03-31,"ACT","Psychosocial disability","F99 - Other psychosocial disorders","163","561","398"
2022-03-31,"ACT","Psychosocial disability","R63 - Anorexia","<11","<11","<11"
2022-03-31,"Mis","Psychosocial disability","F19 - Other substance dependency","<11","<11","<11"
2022-03-31,"Mis","Psychosocial disability","F20 - Schizophrenia","<11","<11","<11"
2022-03-31,"Mis","Psychosocial disability","F25.9 - Schizoaffective Disorder","<11","<11","<11"
2022-03-31,"Mis","Psychosocial disability","F31 - Bipolar affective disorder","<11","<11","<11"
2022-03-31,"Mis","Psychosocial disability","F32 - Major depressive illness","<11","<11","<11"
2022-03-31,"Mis","Psychosocial disability","F41 - Other Anxiety disorders","<11","<11","<11"
2022-03-31,"Mis","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","<11","<11","<11"
2022-03-31,"Mis","Psychosocial disability","F60.3 - Borderline personality disorder","<11","<11","<11"
2022-03-31,"Mis","Psychosocial disability","F99 - Other psychosocial disorders","<11","<11","<11"
2022-03-31,"NSW","Psychosocial disability","F11 - Alcohol dependency","<11","194","184-194"
2022-03-31,"NSW","Psychosocial disability","F19 - Other substance dependency","<11","217","207-217"
2022-03-31,"NSW","Psychosocial disability","F20 - Schizophrenia","9242","11108","1866"
2022-03-31,"NSW","Psychosocial disability","F25.9 - Schizoaffective Disorder","631","735","104"
2022-03-31,"NSW","Psychosocial disability","F31 - Bipolar affective disorder","1597","3121","1524"
2022-03-31,"NSW","Psychosocial disability","F32 - Major depressive illness","1175","3961","2786"
2022-03-31,"NSW","Psychosocial disability","F41 - Other Anxiety disorders","512","9051","8539"
2022-03-31,"NSW","Psychosocial disability","F42 - Obsessive-compulsive disorder","86","1026","940"
2022-03-31,"NSW","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","475","1252","777"
2022-03-31,"NSW","Psychosocial disability","F60.3 - Borderline personality disorder","491","1172","681"
2022-03-31,"NSW","Psychosocial disability","F95.2 - Tourette syndrome","<11","79","69-79"
2022-03-31,"NSW","Psychosocial disability","F99 - Other psychosocial disorders","1903","7819","5916"
2022-03-31,"NSW","Psychosocial disability","R63 - Anorexia","<11","29","19-29"
2022-03-31,"NT","Psychosocial disability","F11 - Alcohol dependency","<11","<11","<11"
2022-03-31,"NT","Psychosocial disability","F19 - Other substance dependency","<11","14","4-14"
2022-03-31,"NT","Psychosocial disability","F20 - Schizophrenia","358","424","66"
2022-03-31,"NT","Psychosocial disability","F25.9 - Schizoaffective Disorder","18","20","2"
2022-03-31,"NT","Psychosocial disability","F31 - Bipolar affective disorder","22","34","12"
2022-03-31,"NT","Psychosocial disability","F32 - Major depressive illness","20","46","26"
2022-03-31,"NT","Psychosocial disability","F41 - Other Anxiety disorders","<11","84","74-84"
2022-03-31,"NT","Psychosocial disability","F42 - Obsessive-compulsive disorder","<11","<11","<11"
2022-03-31,"NT","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","<11","21","11-21"
2022-03-31,"NT","Psychosocial disability","F60.3 - Borderline personality disorder","<11","14","4-14"
2022-03-31,"NT","Psychosocial disability","F95.2 - Tourette syndrome","<11","<11","<11"
2022-03-31,"NT","Psychosocial disability","F99 - Other psychosocial disorders","47","172","125"
2022-03-31,"OT","Psychosocial disability","F20 - Schizophrenia","<11","<11","<11"
2022-03-31,"OT","Psychosocial disability","F31 - Bipolar affective disorder","<11","<11","<11"
2022-03-31,"OT","Psychosocial disability","F32 - Major depressive illness","<11","<11","<11"
2022-03-31,"OT","Psychosocial disability","F41 - Other Anxiety disorders","<11","<11","<11"
2022-03-31,"OT","Psychosocial disability","F99 - Other psychosocial disorders","<11","<11","<11"
2022-03-31,"QLD","Psychosocial disability","F11 - Alcohol dependency","<11","103","93-103"
2022-03-31,"QLD","Psychosocial disability","F19 - Other substance dependency","<11","81","71-81"
2022-03-31,"QLD","Psychosocial disability","F20 - Schizophrenia","5445","6540","1095"
2022-03-31,"QLD","Psychosocial disability","F25.9 - Schizoaffective Disorder","440","492","52"
2022-03-31,"QLD","Psychosocial disability","F31 - Bipolar affective disorder","1043","1875","832"
2022-03-31,"QLD","Psychosocial disability","F32 - Major depressive illness","923","3020","2097"
2022-03-31,"QLD","Psychosocial disability","F41 - Other Anxiety disorders","237","5592","5355"
2022-03-31,"QLD","Psychosocial disability","F42 - Obsessive-compulsive disorder","42","572","530"
2022-03-31,"QLD","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","496","1054","558"
2022-03-31,"QLD","Psychosocial disability","F60.3 - Borderline personality disorder","368","923","555"
2022-03-31,"QLD","Psychosocial disability","F95.2 - Tourette syndrome","<11","52","42-52"
2022-03-31,"QLD","Psychosocial disability","F99 - Other psychosocial disorders","1319","5230","3911"
2022-03-31,"QLD","Psychosocial disability","R63 - Anorexia","<11","17","7-17"
2022-03-31,"SA","Psychosocial disability","F11 - Alcohol dependency","<11","22","12-22"
2022-03-31,"SA","Psychosocial disability","F19 - Other substance dependency","<11","26","16-26"
2022-03-31,"SA","Psychosocial disability","F20 - Schizophrenia","1832","2252","420"
2022-03-31,"SA","Psychosocial disability","F25.9 - Schizoaffective Disorder","172","201","29"
2022-03-31,"SA","Psychosocial disability","F31 - Bipolar affective disorder","240","547","307"
2022-03-31,"SA","Psychosocial disability","F32 - Major depressive illness","180","680","500"
2022-03-31,"SA","Psychosocial disability","F41 - Other Anxiety disorders","66","1376","1310"
2022-03-31,"SA","Psychosocial disability","F42 - Obsessive-compulsive disorder","15","143","128"
2022-03-31,"SA","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","112","240","128"
2022-03-31,"SA","Psychosocial disability","F60.3 - Borderline personality disorder","141","336","195"
2022-03-31,"SA","Psychosocial disability","F95.2 - Tourette syndrome","<11","<11","<11"
2022-03-31,"SA","Psychosocial disability","F99 - Other psychosocial disorders","425","1787","1362"
2022-03-31,"SA","Psychosocial disability","R63 - Anorexia","<11","<11","<11"
2022-03-31,"TAS","Psychosocial disability","F11 - Alcohol dependency","<11","<11","<11"
2022-03-31,"TAS","Psychosocial disability","F19 - Other substance dependency","<11","<11","<11"
2022-03-31,"TAS","Psychosocial disability","F20 - Schizophrenia","555","659","104"
2022-03-31,"TAS","Psychosocial disability","F25.9 - Schizoaffective Disorder","29","35","6"
2022-03-31,"TAS","Psychosocial disability","F31 - Bipolar affective disorder","85","171","86"
2022-03-31,"TAS","Psychosocial disability","F32 - Major depressive illness","59","200","141"
2022-03-31,"TAS","Psychosocial disability","F41 - Other Anxiety disorders","29","487","458"
2022-03-31,"TAS","Psychosocial disability","F42 - Obsessive-compulsive disorder","15","83","68"
2022-03-31,"TAS","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","45","98","53"
2022-03-31,"TAS","Psychosocial disability","F60.3 - Borderline personality disorder","52","111","59"
2022-03-31,"TAS","Psychosocial disability","F95.2 - Tourette syndrome","<11","<11","<11"
2022-03-31,"TAS","Psychosocial disability","F99 - Other psychosocial disorders","140","554","414"
2022-03-31,"TAS","Psychosocial disability","R63 - Anorexia","<11","<11","<11"
2022-03-31,"VIC","Psychosocial disability","F11 - Alcohol dependency","<11","150","140-150"
2022-03-31,"VIC","Psychosocial disability","F19 - Other substance dependency","<11","173","163-173"
2022-03-31,"VIC","Psychosocial disability","F20 - Schizophrenia","7241","8851","1610"
2022-03-31,"VIC","Psychosocial disability","F25.9 - Schizoaffective Disorder","646","758","112"
2022-03-31,"VIC","Psychosocial disability","F31 - Bipolar affective disorder","1769","3046","1277"
2022-03-31,"VIC","Psychosocial disability","F32 - Major depressive illness","1860","5150","3290"
2022-03-31,"VIC","Psychosocial disability","F41 - Other Anxiety disorders","765","8380","7615"
2022-03-31,"VIC","Psychosocial disability","F42 - Obsessive-compulsive disorder","90","738","648"
2022-03-31,"VIC","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","554","1351","797"
2022-03-31,"VIC","Psychosocial disability","F60.3 - Borderline personality disorder","935","1892","957"
2022-03-31,"VIC","Psychosocial disability","F95.2 - Tourette syndrome","<11","48","38-48"
2022-03-31,"VIC","Psychosocial disability","F99 - Other psychosocial disorders","4065","10340","6275"
2022-03-31,"VIC","Psychosocial disability","R63 - Anorexia","<11","24","14-24"
2022-03-31,"WA","Psychosocial disability","F11 - Alcohol dependency","<11","29","19-29"
2022-03-31,"WA","Psychosocial disability","F19 - Other substance dependency","<11","27","17-27"
2022-03-31,"WA","Psychosocial disability","F20 - Schizophrenia","2481","2836","355"
2022-03-31,"WA","Psychosocial disability","F25.9 - Schizoaffective Disorder","198","242","44"
2022-03-31,"WA","Psychosocial disability","F31 - Bipolar affective disorder","416","735","319"
2022-03-31,"WA","Psychosocial disability","F32 - Major depressive illness","356","1073","717"
2022-03-31,"WA","Psychosocial disability","F41 - Other Anxiety disorders","128","1817","1689"
2022-03-31,"WA","Psychosocial disability","F42 - Obsessive-compulsive disorder","19","201","182"
2022-03-31,"WA","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","192","437","245"
2022-03-31,"WA","Psychosocial disability","F60.3 - Borderline personality disorder","158","348","190"
2022-03-31,"WA","Psychosocial disability","F95.2 - Tourette syndrome","<11","25","15-25"
2022-03-31,"WA","Psychosocial disability","F99 - Other psychosocial disorders","744","2107","1363"
2022-03-31,"WA","Psychosocial disability","R63 - Anorexia","<11","<11","<11"
2021-12-31,"ACT","Psychosocial disability","F11 - Alcohol dependency","<11","<11","<11"
2021-12-31,"ACT","Psychosocial disability","F19 - Other substance dependency","<11","<11","<11"
2021-12-31,"ACT","Psychosocial disability","F20 - Schizophrenia","632","709","77"
2021-12-31,"ACT","Psychosocial disability","F25.9 - Schizoaffective Disorder","26","29","3"
2021-12-31,"ACT","Psychosocial disability","F31 - Bipolar affective disorder","131","215","84"
2021-12-31,"ACT","Psychosocial disability","F32 - Major depressive illness","52","178","126"
2021-12-31,"ACT","Psychosocial disability","F41 - Other Anxiety disorders","27","348","321"
2021-12-31,"ACT","Psychosocial disability","F42 - Obsessive-compulsive disorder","<11","48","38-48"
2021-12-31,"ACT","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","23","52","29"
2021-12-31,"ACT","Psychosocial disability","F60.3 - Borderline personality disorder","36","74","38"
2021-12-31,"ACT","Psychosocial disability","F95.2 - Tourette syndrome","<11","<11","<11"
2021-12-31,"ACT","Psychosocial disability","F99 - Other psychosocial disorders","164","561","397"
2021-12-31,"ACT","Psychosocial disability","R63 - Anorexia","<11","<11","<11"
2021-12-31,"Mis","Psychosocial disability","F20 - Schizophrenia","<11","<11","<11"
2021-12-31,"Mis","Psychosocial disability","F32 - Major depressive illness","<11","<11","<11"
2021-12-31,"Mis","Psychosocial disability","F41 - Other Anxiety disorders","<11","<11","<11"
2021-12-31,"Mis","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","<11","<11","<11"
2021-12-31,"Mis","Psychosocial disability","F60.3 - Borderline personality disorder","<11","<11","<11"
2021-12-31,"Mis","Psychosocial disability","F99 - Other psychosocial disorders","<11","<11","<11"
2021-12-31,"NSW","Psychosocial disability","F11 - Alcohol dependency","<11","190","180-190"
2021-12-31,"NSW","Psychosocial disability","F19 - Other substance dependency","<11","217","207-217"
2021-12-31,"NSW","Psychosocial disability","F20 - Schizophrenia","9009","10854","1845"
2021-12-31,"NSW","Psychosocial disability","F25.9 - Schizoaffective Disorder","553","647","94"
2021-12-31,"NSW","Psychosocial disability","F31 - Bipolar affective disorder","1559","3066","1507"
2021-12-31,"NSW","Psychosocial disability","F32 - Major depressive illness","1126","3787","2661"
2021-12-31,"NSW","Psychosocial disability","F41 - Other Anxiety disorders","504","8883","8379"
2021-12-31,"NSW","Psychosocial disability","F42 - Obsessive-compulsive disorder","86","1002","916"
2021-12-31,"NSW","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","421","1106","685"
2021-12-31,"NSW","Psychosocial disability","F60.3 - Borderline personality disorder","472","1124","652"
2021-12-31,"NSW","Psychosocial disability","F95.2 - Tourette syndrome","<11","72","62-72"
2021-12-31,"NSW","Psychosocial disability","F99 - Other psychosocial disorders","1894","7727","5833"
2021-12-31,"NSW","Psychosocial disability","R63 - Anorexia","<11","24","14-24"
2021-12-31,"NT","Psychosocial disability","F11 - Alcohol dependency","<11","<11","<11"
2021-12-31,"NT","Psychosocial disability","F19 - Other substance dependency","<11","12","2-12"
2021-12-31,"NT","Psychosocial disability","F20 - Schizophrenia","345","409","64"
2021-12-31,"NT","Psychosocial disability","F25.9 - Schizoaffective Disorder","16","18","2"
2021-12-31,"NT","Psychosocial disability","F31 - Bipolar affective disorder","21","34","13"
2021-12-31,"NT","Psychosocial disability","F32 - Major depressive illness","20","47","27"
2021-12-31,"NT","Psychosocial disability","F41 - Other Anxiety disorders","<11","81","71-81"
2021-12-31,"NT","Psychosocial disability","F42 - Obsessive-compulsive disorder","<11","<11","<11"
2021-12-31,"NT","Psychosocial disability","F43 - Post traumatic stress disorder (PTSD)","<11","18","8-18"
2021-12-31,"NT","Psychosocial disability","F60.3 - Borderline personality disorder","<11","14","4-14"
2021-12-31,"NT","Psychosocial disability","F95.2 - Tourette syndrome","<11","<11","<11"
2021-12-31,"NT","Psychosocial disability","F99 - Other psychosocial disorders","48","174","126"
2021-12-31,"OT","Psychosocial disability","F20 - Schizophrenia","<11","<11","<11"
2021-12-31,"OT","Psychosocial disability","F31 - Bipolar affective disorder","<11","<11","<11"
2021-12-31,"OT","Psychosocial disability","F32 - Major depressive illness","<11","<11","<11"
2021-12-31,"OT","Psychosocial disability","F41 - Other Anxiety disorders","<11","<11","<11"
2021-12-31,"OT","Psychosocial disability","F99 - Other psychosocial disorders","<11","<11","<11"
2021-12-31,"QLD","Psychosocial disability","F11 - Alcohol dependency","<11","103","93-103"
2021-12-31,"QLD","Psychosocial disability","F19 - Other substance dependency","<11","79","69-79"
2021-12-31,"QLD","Psychosocial disability","F20 - Schizophrenia","5304","6365","1061"
